Identifier,Title,Description,Originator,Date_Issued,Topic,West,East,North,South,Format,links,keywords
AD8F5F27-E439-41EB-AF6A-FB5D3B1A4AC8,"Municipalities Green Lake County, WI 2012","This polygon data layer represents municipalities for Green Lake County, Wisconsin in 2012. Highways have a width from the centerline out each direction to a right-of-way line. Municipalities have legal written descriptions that may follow the centerline, or the right-of-way line. Municipalities may also have boundary lines that follow the centerline, or either bank of a body of water.",Green Lake County Land Use Planning and Zoning Department,"2012-01-01


publication",boundaries,-89.24704,-88.764019,44.06958,43.630885,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/GreenLake_Municipalities_2012.zip'],"[<keyword>\n<gco:CharacterString>Green Lake County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Cities and Towns</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
A13025FF-0FB7-46EB-966F-647F45A5D196,"Municipalities Green Lake County, WI 2014","This data layer represents municipalities for Green Lake County, Wisconsin in 2014. It is a feature class within the geodatabase, GreenLake_Municipalities_2014.gdb.",Green Lake County Land Use Planning and Zoning Department,"2014-01-01


publication",boundaries,-89.24704,-88.764019,44.06958,43.630885,"File Geodatabase Feature Class


10.5",[u'https://gisdata.wisc.edu/public/GreenLake_Municipalities_2014.zip'],"[<keyword>\n<gco:CharacterString>Green Lake County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Cities and Towns</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
34EB9FCD-7286-4CB6-A1AA-9039D45A031B,"Municipalities Green Lake County, WI 2015","This data layer represents municipalities for Green Lake County, Wisconsin in 2015.",Green Lake County Land Use Planning and Zoning Department,"2015-01-01


publication",boundaries,-89.245612,-88.883501,43.983869,43.631315,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/GreenLake_Municipalities_2015.zip'],"[<keyword>\n<gco:CharacterString>Green Lake County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Cities and Towns</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
50CFE1BD-3E04-4C1A-AC0C-0A06E44EFBE8,"Zoning Green Lake County, WI 2014","This data layer represents zoning for Green Lake County, Wisconsin in 2014. It is a feature class within the geodatabase, GreenLake_Zoning_2014.gdb.",Green Lake County Land Use Planning and Zoning Department,"2014-01-01


publication",planningCadastre,-89.245463,-88.883554,43.998408,43.63254,"File Geodatabase Feature Class


10.5",[u'https://gisdata.wisc.edu/public/GreenLake_Zoning_2014.zip'],"[<keyword>\n<gco:CharacterString>Green Lake County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Zoning--Maps, City planning, County ordinances</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
C78B46BD-0B90-4E51-9F94-0C4701786096,"Addresses Marinette County, WI 2014","This data layer represents addresses for Marinette County, Wisconsin in 2014. [The Structural Zone Map provides structural mapping and predefined compartments or zones for the Towns of Amberg, Athelstane, Beaver, Beecher, Dunbar, Goodman, Niagara, Pembine, Silver Cliff, Stephenson and Wausaukee, and the Village of Crivitz, all located in Marinette County, Wisconsin. These compartments were created to coordinate the emergency efforts in order to ensure emergency services are not duplicated or areas are not omitted from coverage. This document was created and the data compiled by the Marinette County Land Information Department in the spring of 2005 with the assistance from the Wisconsin Department of Natural Resources. Updates were completed in 2007 and 2009. Project funding was received from the State of Wisconsin Department of Natural Resources Division of Forestry. For more information contact the Marinette County Land Information Department at (715) 732-7535.]",Marinette County Land Information Office,"2014-01-01


publication",location,-88.429574,-87.586537,45.791915,44.965054,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/Marinette_Addresses_2014.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Street Addresses</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
ABB8FD26-E591-4D54-AB67-99B6BC35C75D,"Addresses Marinette County, WI 2015","This data layer represents addresses for Marinette County, Wisconsin in 2015. [The Structural Zone Map provides structural mapping and predefined compartments or zones for the Towns of Amberg, Athelstane, Beaver, Beecher, Dunbar, Goodman, Niagara, Pembine, Silver Cliff, Stephenson and Wausaukee, and the Village of Crivitz, all located in Marinette County, Wisconsin. These compartments were created to coordinate the emergency efforts in order to ensure emergency services are not duplicated or areas are not omitted from coverage. This document was created and the data compiled by the Marinette County Land Information Department in the spring of 2005 with the assistance from the Wisconsin Department of Natural Resources. Updates were completed in 2007 and 2009. Project funding was received from the State of Wisconsin Department of Natural Resources Division of Forestry. For more information contact the Marinette County Land Information Department at (715) 732-7535.]",Marinette County Land Information Office,"2015-01-01


publication",location,-88.429574,-87.586537,45.791915,44.965054,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/Marinette_Addresses_2015.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Street Addresses</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
86DD832C-147A-477B-AB0F-D17BB72BE768,"Buildings Marinette County, WI 2016","This data layer represents buildings for Marinette County, Wisconsin in 2016. [The Structural Zone Map provides structural mapping and predefined compartments or zones for the Towns of Amberg, Athelstane, Beaver, Beecher, Dunbar, Goodman, Niagara, Pembine, Silver Cliff, Stephenson and Wausaukee, and the Village of Crivitz, all located in Marinette County, Wisconsin. These compartments were created to coordinate the emergency efforts in order to ensure emergency services are not duplicated or areas are not omitted from coverage. This document was created and the data compiled by the Marinette County Land Information Department in the spring of 2005 with the assistance from the Wisconsin Department of Natural Resources. Updates were completed in 2007 and 2009. Project funding was received from the State of Wisconsin Department of Natural Resources Division of Forestry. For more information contact the Marinette County Land Information Department at (715) 732-7535.]",Marinette County Land Information Office,"2016-01-01


publication",structure,-88.429574,-87.586537,45.791915,44.965054,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/Marinette_Buildings_2016.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Buildings, Structures</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
0C317E88-8673-425A-99E9-26E2684344D1,"Hydro (Polygon and Line) Marinette County, WI 2014","These data layers represent hydrography for Marinette County, Wisconsin in 2014. It is a feature class within the geodatabase ""Marinette_Hydro_2014.gdb"". The feature layers included in this geodatabase are ""Marinette_HydroLine_2014"" and ""Marinette_HydroPoly_2014"". [The hydroarc shapefile represents the lakes, ponds, rivers and streams in Marinette County, Wisconsin. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).]",Marinette County Land Information Office,"2014-01-01


publication",inlandWaters,-88.436636,-87.469043,45.797615,44.933548,"File Geodatabase Feature Dataset


10.5",[u'https://gisdata.wisc.edu/public/Marinette_Hydro_2014.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Hydrography</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
E585F526-891F-48A7-932C-A666F54F169C,"Hydro (Polygon and Line) Marinette County, WI 2015","These data layers represent hydrography for Marinette County, Wisconsin in 2015. It is a feature class within the geodatabase ""Marinette_Hydro_2015.gdb"". The feature layers included in this geodatabase are ""Marinette_HydroLine_2015"" and ""Marinette_HydroPoly_2015"". [The hydroarc shapefile represents the lakes, ponds, rivers and streams in Marinette County, Wisconsin. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).]",Marinette County Land Information Office,"2015-01-01


publication",inlandWaters,-88.436636,-87.469043,45.797615,44.933548,"File Geodatabase Feature Dataset


10.5",[u'https://gisdata.wisc.edu/public/Marinette_Hydro_2015.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Hydrography</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
FE38F53C-0562-4B73-A1B2-B5D0527601FE,"Hydro (Polygon and Line) Marinette County, WI 2016","These data layers represent hydrography for Marinette County, Wisconsin in 2016. It is a feature class within the geodatabase ""Marinette_Hydro_2016.gdb"". The feature layers included in this geodatabase are ""Marinette_HydroLine_2016"" and ""Marinette_HydroPoly_2016"".[The HydroPoly_2016 shapefile represents the lakes, ponds, rivers and streams in Marinette County, Wisconsin. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).The original source data, Wisconsin DNR 24K Hydrography (Version 1), was obtained from the WIDNR as a shapefile referenced to WTM 83-91. The shapefile was then projected to the Marinette County Coordinate System. At this point, the attribute table was modified and changed to the current configuration. Features were combined using the WBIC as the unique identifier. Using acquired Digital Orthophoto Quadrangles (DOQ's) as a backdrop, the alignment of the waterbodies were modified (heads up digitized) to correspond to the DOQ's and updated using WROC orthoa (2010 and 2015) and 2015 FEMA LiDar data. (DOQ horizontal position accuracy reported to meet National Map Accuracy Standards (NMAS) for 1:12,000 scale products.) Topology between HydroArc and HydroPoly will exist after all editing is complete. As with all public information derived from variable sources, this data may contain errors or faults. Therefore, Marinette County does not provide any warranty, express or implied, that this data is absolutely accurate. If the recipient has any doubts as to the accuracy of this data, the recipient is advised to make an independent investigation or verification. If an error is found, please notify the Land Information Office as soon as possible. Item NameTypeDecDescriptionShapeOBJECTIDIWBP_NAMECName (WI DNR)WBP_POLY_TCPolygon type code: BA = Backwater, DC = Ditch or canal, IS = Island, LP = Lake or pond, RF = Reservoir or flowage, ST = Double-line stream and SD = Sewage disposal pond or filtration beds..WBP_WBICIThe Water Body ID Code (WBIC) of the polygon. WBIC’s from the DNR’s Register of Waterbodies (ROW) database.WBP_ORIGINCOrigin of data: 11=Digitized using DOQQ’s, 44 Approximate location from DOQQ’s and 98 or 99=Wisconsin DNR 24K Hydrography (Version 1).WBP_DATEDDate record was edited.WBP_POLYIDIUnique ID.Shape_LenDPerimeter (US survey feet).Shape_AreaDArea (square feet)(Item NameTypeDecDescriptionShapeOBJECTIDIWBA_WBICIThe Water Body ID Code (WBIC) of the arc. WBIC’s from the DNR’s Register of Waterbodies (ROW) database.WBA_NAMECWBA_LINETYCLinear hydrographic type code: BK = Bank or Shoreline, CL = Stream centerline, EX = Stream extension, FP = Flow potential, ST = Single-line stream, WG = Wetland gap connector and XX = Closure line.WBA_DURATICCode indicates the span of time in which features contain water: FX = Fluctuating, IT = Intermittent, NA = Not applicable and PN = Perennial.WBA_CARTOCCartographic representation code: Y1 = major stream/river, Y2 = minor stream/river, Y3 = intermittent, Y4 = bank and NO = do not show.WBA_ORIGINCOrigin of data: 11=Digitized using DOQQ’s, 44 Approximate location from DOQQ’s and 98 or 99=Wisconsin DNR 24K Hydrography (Version 1).WBA_DATEDDate record was edited.WBA_ARCIDIUnique ID.FIELD_VERCVerification for future buffer.Shape_LenDLength of arc (US survey feet).]",Marinette County Land Information Office. [WI DNR.],"2016-01-01


publication",inlandWaters,-88.436636,-87.469043,45.797615,44.933548,"File Geodatabase Feature Dataset


10.5",[u'https://gisdata.wisc.edu/public/Marinette_Hydro_2016.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Hydrography</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
C372814B-6348-49FA-81FD-0054A41EF3C1,"Municipalities Marinette County, WI 2014","This data layer represents municipalities for Marinette County, Wisconsin in 2014. [The municipal boundary feature class represents the civil/municipal boundaries in Marinette County, Wisconsin. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).]",Marinette County Land Information Office,"2014-01-01


publication",boundaries,-88.433421,-87.487301,45.796011,44.963868,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/Marinette_Municipalities_2014.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Cities and Towns</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
E567019F-BAB6-4DEA-9DB4-4F37642487B4,"Municipalities Marinette County, WI 2015","This data layer represents municipalities for Marinette County, Wisconsin in 2015. [The municipal boundary feature class represents the civil/municipal boundaries in Marinette County, Wisconsin. Data is referenced to the Marinette County Coordinate System, North American Datum 1983 with the 1991 adjustment (NAD83/91).]",Marinette County Land Information Office,"2015-01-01


publication",boundaries,-88.433421,-87.487301,45.796011,44.963868,"Shapefile


1.0",[u'https://gisdata.wisc.edu/public/Marinette_Municipalities_2015.zip'],"[<keyword>\n<gco:CharacterString>Marinette County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Cities and Towns</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
