Identifier,Title,Description,Originator,Date_Issued,Topic,West,East,North,South,Format,links,keywords
0A8CFCBC-B224-421A-8514-9498B4DB2995,"Addresses Barron County, WI 2019",This data layer represents addresses for Barron County in 2019.,Barron County Land Information Office,"2019-03-04


publication",location,-92.172937,-91.528664,45.649698,45.197177,"File Geodatabase Feature Class


10.5",[u'https://gisdata.wisc.edu/public/Barron_Addresses_2019.zip'],"[<keyword>\n<gco:CharacterString>Barron County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Street Addresses</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
9E819A91-DD6D-422B-9A63-EDCA32FBA29F,"PLSS Barron County, WI 2019",This data layer represents public land survey system (PLSS) corners for Barron County in 2019.,Barron County Land Information Office,"2019-03-04


publication",planningCadastre,-92.172937,-91.528664,45.649698,45.197177,"File Geodatabase Feature Class


10.5",[u'https://gisdata.wisc.edu/public/Barron_PLSS_2019.zip'],"[<keyword>\n<gco:CharacterString>Barron County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Surveying - Public Lands</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
404FB94E-C862-44B7-835E-55D083FC0AEA,"Roads and ROW Barron County, WI 2019","This data group represents roads and right-of-ways (ROW) for Barron County in 2019. [Road centerlines for use in GIS mapping applications. Contain address range, direction, and applicable alternate road names as well as road type.]",Barron County Land Information Office,"2019-03-04


publication",transportation,-92.172937,-91.528664,45.649698,45.197177,"File Geodatabase Feature Dataset


10.5",[u'https://gisdata.wisc.edu/public/Barron_Roads_ROW_2019.zip'],"[<keyword>\n<gco:CharacterString>Barron County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Line</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Roads, Streets, Transportation</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>ROW: Right Of Way</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
04A48AE0-A3C4-41E3-B1F7-D32EF6D9CAE6,"Zoning Barron County, WI 2019",This data layer represents zoning for Barron County in 2019.,Barron County Land Information Office,"2019-03-04


publication",planningCadastre,-92.172937,-91.528664,45.649698,45.197177,"File Geodatabase Feature Class


10.5",[u'https://gisdata.wisc.edu/public/Barron_Zoning_2019.zip'],"[<keyword>\n<gco:CharacterString>Barron County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Zoning - Maps, City Planning, County Ordinances</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
C763E961-936F-4627-82FE-B34C0C3AAF3E,"Addresses Bayfield County, WI 2019","This data layer represents addresses for Bayfield County in 2019.[This layer contains information describing site address points throughout Bayfield County, including site and tax identification numbers, geographic location of building points, house number and road address data, details of recent site visit and edit, and specific comments related to the site address point.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata]",Bayfield County Land Records Department,"2019-03-25


publication",location,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Addresses_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Street addresses</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
FE7AC590-3439-4EEF-87F3-1BEC35C4B5A7,"Buildings Bayfield County, WI 2019",This polygon data layer represents buildings for Bayfield County in 2019.[This layer contains building footprint data for Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-25


publication",structure,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Buildings_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Buildings</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
FE7AC590-3439-4EEF-87F3-1BEC35C4B5A7,"Hydro (Polygon and Line) Bayfield County, WI 2019","This data represent hydrography for Bayfield County in 2019, and includes the layers 'BAYFIELD_HYDRO_2000_LINE' and 'BAYFIELD_HYDRO_2000_POLY'.[This layer contains lake data published by the WI Department of Natural Resources (DNR).Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata]",DNR,"2019-03-26


publication",inlandWaters,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Dataset


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Hydro_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Hydrography</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
138E42E9-58ED-45BD-9D7E-67AA71EF97E3,"Land Use Bayfield County, WI 2019",This data layer represents land use for Bayfield County in 2019.[This layer contains existing land use data in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-25


publication",planningCadastre,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_LandUse_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Land Use</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Planning</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
6DBC6281-44E7-43BC-BF06-7ABC726FDCD5,"Parks Bayfield County, WI 2019",This data layer represents parks for Bayfield County in 2019.[This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-25


publication",society,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Parks_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Parks</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Recreation</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
CD184B65-AC3D-4B62-BE66-2FB0C02495FC,"PLSS Bayfield County, WI 2019",This data layer represents public land survey system (PLSS) corners for Bayfield County in 2019.[This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-25


publication",planningCadastre,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_PLSS_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Surveying\u2014Public lands</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
98E7FFB3-A2D0-4E05-9C40-8B6BB609CBCF,"Recreation Bayfield County, WI 2019",This data layer represents recreation areas for Bayfield County in 2019. [This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-26


publication",society,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Class


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Recreation_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Recreation</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
CB6A738E-2F67-425B-850A-98B0600EC574,"Roads and ROW Bayfield County, WI 2019",This data represents roads and right of way (ROW) for Bayfield County in 2019.[This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata],Bayfield County Land Records Department,"2019-03-26


publication",transportation,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Dataset


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Roads_ROW_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Line</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Roads</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Streets</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>ROW</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Right of Way</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
89C380D2-F050-4A23-B54D-9B5491607B67,"Trails Bayfield County, WI 2019","Theis data represents recreational trails for Bayfield County in 2019, includes the layers BAYFIELD_TRAILS_2019_ATV, BAYFIELD_TRAILS_2019_ATVROUTE, BAYFIELD_TRAILS_2019_SILENT and BAYFIELD_TRAILS_2019_SNOWMOBILE.[This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata]",Bayfield County Land Records Department,"2019-03-26


publication",society,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Dataset


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Trails_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Line</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Trails</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Recreation</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
BA0B715F-78EE-44B7-887F-A5F7EBE61D4E,"Zoning Bayfield County, WI 2019","This data represents zoning for Bayfield County in 2019, includes the layers BAYFIELD_AIRPORT_2019, BAYFIELD_GENERAL_2019 and BAYFIELD_SHORELAND_2019.[This layer contains public land data based on 2019 assessment codes in Bayfield County.Link to metadata information: https://www.bayfieldcounty.org/437/GIS-Metadata]",Bayfield County Land Records Department,"2019-03-26


publication",planningCadastre,-91.55581,-90.770291,46.959189,46.15449,"File Geodatabase Feature Dataset


10.5","[u'https://gisdata.wisc.edu/public/Bayfield_Zoning_2019.zip', u'https://www.bayfieldcounty.org/892/GIS-Data-Download']","[<keyword>\n<gco:CharacterString>Bayfield County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Zoning</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
DD51703E-9D63-401A-8414-1EA72F8F08E1,"Addresses Brown County, WI 2019","This data represents addresses for Brown County, Wisconsin in 2019.",Brown County Land Information Office,"2019-04-01


publication",location,-88.252159,-87.762309,44.679161,44.240204,"File Geodatabase Feature Class


10.5","[u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'https://gisdata.wisc.edu/public/Brown_Addresses_2019.zip', u'https://www.co.brown.wi.us/departments/?department=85713eda4cdc']","[<keyword>\n<gco:CharacterString>Brown County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Point</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Street Addresses</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
337D271A-AC13-4325-9D67-E5BB07EA30B4,"Buildings Brown County, WI 2019","This data represents buildings for Brown County, Wisconsin in 2019. [Building footprint data was mapped out using aerial orthophotography by the aerial photo contractor as part of the project (but this option was paid for by interested municipalities). Brown County does not maintain or update building footprint data. In 2000, these municipalities included the City of Green Bay and the Village of Suamico. In 2010, several more communities opted to have building footprints created. Because of the various years of data, each building feature is coded with a ""DateCaptured"" field.]","Brown County Land Information Office. [City of Green Bay, City of DePere, Village of Ashwaubenon, Village of Howard, Village of Suamico, Village of Bellevue, Brown County Planning & Land Services.]","2019-04-03


publication",structure,-88.257087,-87.760186,44.683565,44.238341,"File Geodatabase Feature Class


10.5","[u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'https://gisdata.wisc.edu/public/Brown_Buildings_2019.zip', u'https://www.co.brown.wi.us/departments/?department=85713eda4cdc']","[<keyword>\n<gco:CharacterString>Brown County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Buildings, Structures</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
36ED3097-62A3-495A-81D3-B7FFE00D96EF,"Hydro (Polygon and Line) Brown County, WI 2019","This data represents hydrography for Brown County, Wisconsin in 2019 and includes the layers ""Brown_Hydro_2019_Line"" and ""Brown_Hydro_2019_Poly"".",Brown County Land Information Office,"2019-04-03


publication",inlandWaters,-88.252581,-87.762398,44.68191,44.240111,"File Geodatabase Feature Dataset


10.5","[u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'https://gisdata.wisc.edu/public/Brown_Hydro_2019.zip', u'https://www.co.brown.wi.us/departments/?department=85713eda4cdc']","[<keyword>\n<gco:CharacterString>Brown County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Hydrography</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
C6CF15DA-9563-48F6-91E0-FA4CB98B89AC,"Parks Brown County, WI 2019","This data represents parks for Brown County, Wisconsin in 2019.",Brown County Land Information Office,"2019-04-03


publication",society,-88.250974,-87.793689,44.679847,44.240976,"File Geodatabase Feature Class


10.5","[u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'http://www.co.brown.wi.us/departments/?department=85713eda4cdc', u'https://gisdata.wisc.edu/public/Brown_Parks_2019.zip', u'https://www.co.brown.wi.us/departments/?department=85713eda4cdc']","[<keyword>\n<gco:CharacterString>Brown County</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Wisconsin</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Polygon</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Parks; Recreation; Open Spaces</gco:CharacterString>\n</keyword>, <keyword>\n<gco:CharacterString>Downloadable Data</gco:CharacterString>\n</keyword>]"
